,pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbincl,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbinclerr1,pl_orbinclerr2,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_discmethod,pl_locale,pl_facility,pl_imppar,pl_rvamp,pl_disc,pl_ttvflag,pl_impparerr1,pl_impparerr2,pl_hostname,st_rad,st_mass,st_spstr,st_teff,st_metratio,st_raderr1,st_raderr2,st_masserr1,st_masserr2,pl_def_refname
974,HD 159243 c,,1.9,,,248.4,0.8,0.075,Msini,0.0,,,0.13,-0.13,,,4.9,-4.9,0.02,-0.02,Radial Velocity,Ground,Haute-Provence Observatory,,56.6,2013,0,,,HD 159243,1.12,1.12,G0 V,6123.0,[Fe/H],0.05,-0.05,0.03,-0.03,Moutou et al. 2014
975,HD 159868 b,,2.218,,,1184.1,2.32,0.024,Msini,0.0,,,0.059,-0.059,,,7.1,-7.1,0.14,-0.14,Radial Velocity,Ground,Anglo-Australian Telescope,,37.92,2006,0,,,HD 159868,2.13,1.19,G5 V,5534.0,,,,,,Luhn et al. 2019
976,HD 159868 c,,0.768,,,351.0,1.032,0.184,Msini,0.0,,,0.044,-0.044,,,1.1,-1.1,0.064,-0.064,Radial Velocity,Ground,Anglo-Australian Telescope,,20.0,2012,0,,,HD 159868,2.13,1.19,G5 V,5534.0,,,,,,Luhn et al. 2019
977,HD 160691 b,,1.676,,,643.25,1.497,0.128,Msini,0.0,,,,,,,0.9,-0.9,,,Radial Velocity,Ground,Anglo-Australian Telescope,,37.78,2000,0,,,HD 160691,,1.08,G5 V,,,,,,,Pepe et al. 2007
978,HD 160691 c,,1.814,,,4205.8,5.235,0.0985,Msini,0.0,,,,,,,758.9,-758.9,,,Radial Velocity,Ground,Anglo-Australian Telescope,,21.79,2004,0,,,HD 160691,,1.08,G5 V,,,,,,,Pepe et al. 2007
979,HD 160691 d,,0.03321,,,9.6386,0.09094,0.172,Msini,0.0,,,,,,,0.0015,-0.0015,,,Radial Velocity,Ground,La Silla Observatory,,3.06,2004,0,,,HD 160691,,1.08,G5 V,,,,,,,Pepe et al. 2007
980,HD 160691 e,,0.5219,,,310.55,0.921,0.0666,Msini,0.0,,,,,,,0.83,-0.83,,,Radial Velocity,Ground,La Silla Observatory,,14.91,2006,0,,,HD 160691,,1.08,G5 V,,,,,,,Pepe et al. 2007
981,HD 162020 b,,9.84,,,8.4282,0.08,0.28,Msini,0.0,,,2.75,-2.75,,,5.6e-05,-5.6e-05,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,1813.0,2002,0,,,HD 162020,0.75,0.42,K3 V,4723.0,[Fe/H],0.03,-0.03,0.18,-0.18,Stassun et al. 2017
982,HD 163607 b,,0.7836,,,75.2203,0.362,0.7441,Msini,0.0,,,0.0098,-0.0098,,,0.0094,-0.0094,0.016,-0.016,Radial Velocity,Ground,W. M. Keck Observatory,,52.34,2010,0,,,HD 163607,1.76,1.12,G5,5522.0,,,,,,Luhn et al. 2019
983,HD 163607 c,,2.201,,,1272.0,2.39,0.08,Msini,0.0,,,0.037,-0.037,,,4.4,-4.4,0.11,-0.11,Radial Velocity,Ground,W. M. Keck Observatory,,38.37,2010,0,,,HD 163607,1.76,1.12,G5,5522.0,,,,,,Luhn et al. 2019
984,HD 164509 b,,0.443,,,280.17,0.87,0.238,Msini,0.0,,,0.083,-0.083,,,0.82,-0.82,0.051,-0.051,Radial Velocity,Ground,W. M. Keck Observatory,,13.15,2010,0,,,HD 164509,1.11,1.12,G5,5859.0,[Fe/H],0.06,-0.06,0.19,-0.19,Ment et al. 2018
985,HD 164922 b,,0.36496999999999996,,,1207.0,2.16,0.08,Msini,0.0,,,0.03146,-0.03776,,,4.0,-5.0,0.03,-0.03,Radial Velocity,Ground,W. M. Keck Observatory,,6.7,2005,0,,,HD 164922,0.95,0.93,G9 V,5390.0,[Fe/H],0.01,-0.02,0.03,-0.04,Benatti et al. 2020
986,HD 164604 b,,1.9979200000000001,,,641.472,1.331,0.35,Msini,0.0,,,0.25894,-0.25894,,,10.129,-10.129,0.029,-0.029,Radial Velocity,Ground,Las Campanas Observatory,,60.66,2009,0,,,HD 164604,,0.77,K3.5 V,4684.0,,,,0.04,-0.04,Feng et al. 2019
1003,Kepler-68 d,,0.77,,,634.6,,0.112,Msini,0.0,,,0.03,-0.03,,,4.1,-3.7,,,Radial Velocity,Ground,W. M. Keck Observatory,,17.75,2013,0,,,Kepler-68,1.24,1.08,,5793.0,[Fe/H],0.02,-0.02,0.05,-0.05,Mills et al. 2019
1011,GJ 86 b,,4.42,,,15.76491,0.11,0.04,Msini,0.0,,,0.2,-0.2,,,0.00039,-0.00039,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,376.7,1999,0,,,GJ 86,0.77,0.93,K1 V,5182.0,[Fe/H],0.01,-0.01,0.06,-0.06,Stassun et al. 2017
1016,HD 1605 c,,3.62,,,2149.0,3.584,0.099,Msini,0.0,,,0.23,-0.23,,,16.0,-16.0,0.099,-0.099,Radial Velocity,Ground,Multiple Observatories,,47.47,2015,0,,,HD 1605,3.49,1.33,K1 IV,4915.0,[Fe/H],0.22,-0.22,0.09,-0.09,Ment et al. 2018
1017,HD 1666 b,,6.43,,,270.0,0.94,0.63,Msini,0.0,,,0.31,-0.22,,,0.8,-0.9,0.01,-0.02,Radial Velocity,Ground,Multiple Observatories,,199.4,2015,0,,,HD 1666,1.93,1.5,F7 V,6317.0,[Fe/H],0.49,-0.49,0.07,-0.07,Harakawa et al. 2015
1018,HD 1690 b,,8.79,,,533.0,1.36,0.64,Msini,0.0,,,3.63,-3.63,,,1.7,-1.7,0.09,-0.09,Radial Velocity,Ground,La Silla Observatory,,190.0,2010,0,,,HD 1690,21.66,1.86,K1 III,4374.0,[Fe/H],6.18,-6.18,1.06,-1.06,Stassun et al. 2017
1019,HD 2039 b,,6.29,,,1120.0,2.2,0.71,Msini,0.0,,,1.16,-1.16,,,23.0,-23.0,0.06,-0.06,Radial Velocity,Ground,Anglo-Australian Telescope,,153.0,2002,0,,,HD 2039,1.19,1.23,G2/G3 IV/V,5945.0,[Fe/H],0.03,-0.03,0.19,-0.19,Stassun et al. 2017
1020,HD 2638 b,,0.42,,,3.4442,0.04,0.0,Msini,0.0,,,0.03,-0.03,,,0.0002,-0.0002,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,67.4,2005,0,,,HD 2638,0.94,0.77,G5,5186.0,[Fe/H],0.03,-0.03,0.09,-0.09,Stassun et al. 2017
1021,HD 2952 b,,1.37,,,311.60001,1.23,0.13,Msini,0.0,,,0.26,-0.26,,,1.8,-1.8,0.02,-0.02,Radial Velocity,Ground,Okayama Astrophysical Observatory,,26.3,2013,0,,,HD 2952,10.76,1.97,K0 III,4844.0,[Fe/H],0.58,-0.58,0.38,-0.38,Stassun et al. 2017
1022,HD 3651 b,,0.228,,,62.25,0.295,0.645,Msini,0.0,,,0.011,-0.011,,,0.004,-0.004,0.029,-0.029,Radial Velocity,Ground,Multiple Observatories,,16.6,2003,0,,,HD 3651,,0.8,K0 V,5221.0,,,,,,Wittenmyer et al. 2019
1023,HD 4113 b,,1.56,,,526.62,1.28,0.903,Msini,0.0,,,0.04,-0.04,,,0.3,-0.3,,,Radial Velocity,Ground,La Silla Observatory,,97.1,2007,0,,,HD 4113,,0.99,G5,5688.0,[Fe/H],,,,,Tamuz et al. 2008
1024,HD 4203 b,,2.23,,,431.88,1.17,0.52,Msini,0.0,,,0.21,-0.21,,,0.85,-0.85,0.02,-0.02,Radial Velocity,Ground,W. M. Keck Observatory,,60.3,2001,0,,,HD 4203,1.42,1.25,G5,5596.0,[Fe/H],0.05,-0.05,0.16,-0.16,Stassun et al. 2017
1025,HD 4203 c,,2.17,,,6700.0,6.95,0.24,Msini,0.0,,,0.52,-0.52,,,4500.0,-4500.0,1.93,-0.56,Radial Velocity,Ground,Gemini Observatory,,22.2,2014,0,,,HD 4203,1.42,1.25,G5,5596.0,[Fe/H],0.05,-0.05,0.16,-0.16,Kane et al. 2014
1026,HD 4208 b,,0.81,,,832.97,1.662,0.042,Msini,0.0,,,0.014,-0.015,,,2.15,-1.89,0.015,-0.015,Radial Velocity,Ground,W. M. Keck Observatory,,19.03,2001,0,,,HD 4208,0.85,0.88,G5 V,5717.0,[Fe/H],0.03,-0.03,0.02,-0.02,Barbato et al. 2018
1027,HD 4308 b,,0.05,,,15.56,0.12,0.0,Msini,0.0,,,0.0,0.0,,,0.02,-0.02,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,4.1,2005,0,,,HD 4308,1.02,0.93,G5 V,5686.0,[Fe/H],0.01,-0.01,0.1,-0.1,Stassun et al. 2017
1028,HD 4313 b,,1.927,,,356.21,1.157,0.147,Msini,0.0,,,0.09,-0.09,,,0.88,-0.88,0.097,-0.097,Radial Velocity,Ground,W. M. Keck Observatory,,40.3,2009,0,,,HD 4313,5.14,1.63,G5,4943.0,,,,,,Luhn et al. 2019
1029,HD 4732 b,,2.37,,,360.2,1.19,0.13,Msini,0.0,,,0.34,-0.34,,,1.4,-1.4,0.05,-0.05,Radial Velocity,Ground,Multiple Observatories,,47.3,2012,0,,,HD 4732,5.4,1.74,K0 IV,4959.0,[Fe/H],0.4,-0.4,0.2,-0.14,Sato et al. 2013
1030,HD 4732 c,,2.37,,,2732.0,4.6,0.23,Msini,0.0,,,0.38,-0.38,,,81.0,-81.0,0.23,-0.23,Radial Velocity,Ground,Multiple Observatories,,24.4,2012,0,,,HD 4732,5.4,1.74,K0 IV,4959.0,[Fe/H],0.4,-0.4,0.2,-0.14,Sato et al. 2013
1031,HD 5319 b,,1.556,,,637.1,1.57,0.092,Msini,0.0,,,0.042,-0.042,,,1.4,-1.4,0.11,-0.11,Radial Velocity,Ground,W. M. Keck Observatory,,31.46,2007,0,,,HD 5319,4.06,1.27,G5,4871.0,,,,,,Luhn et al. 2019
1032,HD 5319 c,,1.053,,,872.2,1.93,0.183,Msini,0.0,,,0.072,-0.072,,,6.0,-6.0,0.13,-0.13,Radial Velocity,Ground,W. M. Keck Observatory,,19.4,2014,0,,,HD 5319,4.06,1.27,G5,4871.0,,,,,,Luhn et al. 2019
1033,HD 5608 b,,1.681,,,779.9,1.911,0.056,Msini,0.0,,,0.081,-0.081,,,4.9,-4.9,0.088,-0.088,Radial Velocity,Ground,Okayama Astrophysical Observatory,,28.0,2012,0,,,HD 5608,5.14,1.53,K0,4877.0,,,,,,Luhn et al. 2019
1034,HD 166724 b,,3.53,,,5144.0,5.42,0.734,Msini,0.0,,,0.11,-0.11,,,705.0,-467.0,0.43,-0.43,Radial Velocity,Ground,La Silla Observatory,,71.0,2012,0,,,HD 166724,,0.81,K0 IV-V,5127.0,[Fe/H],,,0.02,-0.02,Marmier et al. 2013
1035,HD 167042 b,,1.7,,,420.77,1.32,0.089,Msini,0.0,,,0.09,-0.12,,,3.48,-3.11,0.03,-0.04,Radial Velocity,Ground,Lick Observatory,,32.16,2007,0,,,HD 167042,4.5,1.5,K1 IV,4943.0,[Fe/H],0.2,-0.2,0.2,-0.2,Bowler et al. 2010
1036,HD 168443 b,,7.659,,,58.11247,0.2931,0.52883,Msini,0.0,,,0.0975,-0.0975,,,0.0003,-0.0003,0.0018100000000000002,,Radial Velocity,Ground,W. M. Keck Observatory,,475.13300000000004,1998,0,,,HD 168443,1.51,0.99,G5,5491.0,[Fe/H],0.06,-0.06,0.02,-0.02,Pilyavsky et al. 2011
1037,HD 168443 c,,17.193,,,1749.83,2.8373,0.2113,Msini,0.0,,,0.21,-0.21,,,0.57,-0.57,0.018,-0.018,Radial Velocity,Ground,W. M. Keck Observatory,,297.7,2000,0,,,HD 168443,1.51,0.99,G5,5491.0,[Fe/H],0.06,-0.06,0.02,-0.02,Pilyavsky et al. 2011
1038,HD 168746 b,,0.27,,,6.404,0.07,0.11,Msini,0.0,,,0.02,-0.02,,,0.0014,-0.0014,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,28.6,2002,0,,,HD 168746,1.09,1.07,G5,5570.0,[Fe/H],0.02,-0.02,0.06,-0.06,Stassun et al. 2017
1039,HD 169830 b,,2.88,,,225.62,0.81,0.31,Msini,0.0,,,,,,,0.22,-0.22,,,Radial Velocity,Ground,La Silla Observatory,,80.7,2000,0,,,HD 169830,,1.4,F8 V,6299.0,[Fe/H],,,,,Mayor et al. 2004
1040,HD 169830 c,,4.04,,,2102.0,3.6,0.33,Msini,0.0,,,,,,,264.0,-264.0,,,Radial Velocity,Ground,La Silla Observatory,,54.3,2003,0,,,HD 169830,,1.4,F8 V,6299.0,[Fe/H],,,,,Mayor et al. 2004
1041,HD 170469 b,,0.66,,,1145.0,2.24,0.11,Msini,0.0,,,0.11,-0.11,,,18.0,-18.0,0.05,-0.05,Radial Velocity,Ground,W. M. Keck Observatory,,12.0,2007,0,,,HD 170469,1.24,1.1,G5 IV,5842.0,[Fe/H],0.02,-0.02,0.08,-0.08,Stassun et al. 2017
1042,HD 171028 b,,2.62,,,550.0,1.32,0.59,Msini,0.0,,,0.16,-0.16,,,3.0,-3.0,0.03,-0.03,Radial Velocity,Ground,La Silla Observatory,,60.6,2007,0,,,HD 171028,2.47,1.53,G0,5671.0,[Fe/H],0.07,-0.07,0.13,-0.13,Stassun et al. 2017
1043,HD 171238 b,,2.72,,,1532.0,2.57,0.234,Msini,0.0,,,0.49,-0.49,,,12.0,-12.0,0.16,-0.16,Radial Velocity,Ground,La Silla Observatory,,50.7,2009,0,,,HD 171238,1.01,0.96,G8 V,5440.0,[Fe/H],0.07,-0.07,0.17,-0.17,Ment et al. 2018
1044,HD 173416 b,,2.7,,,323.6,1.16,0.21,Msini,0.0,,,0.3,-0.3,,,2.2,-2.2,0.06,-0.06,Radial Velocity,Ground,Xinglong Station,,51.8,2008,0,,,HD 173416,13.5,2.0,G8,4683.0,[Fe/H],0.9,-0.9,0.3,-0.3,Liu et al. 2009
1045,HD 175167 b,,8.97,,,1290.0,2.4,0.54,Msini,0.0,,,3.32,-3.32,,,22.0,-22.0,0.05,-0.05,Radial Velocity,Ground,Las Campanas Observatory,,161.0,2009,0,,,HD 175167,1.75,1.37,G5 IV/V,5635.0,[Fe/H],0.04,-0.04,0.29,-0.29,Stassun et al. 2017
1046,HD 175541 b,,0.598,,,298.43,0.975,0.11,Msini,0.0,,,0.029,-0.029,,,0.45,-0.45,0.087,-0.087,Radial Velocity,Ground,W. M. Keck Observatory,,14.68,2007,0,,,HD 175541,4.19,1.39,G8 IV,5013.0,,,,,,Luhn et al. 2019
1047,HD 177830 b,,1.69,,,410.10001,1.14,0.1,Msini,0.0,,,0.2,-0.2,,,2.2,-2.2,0.03,-0.03,Radial Velocity,Ground,W. M. Keck Observatory,,32.6,1999,0,,,HD 177830,3.26,1.7,K0,4901.0,[Fe/H],0.12,-0.12,0.28,-0.28,Stassun et al. 2017
1048,HD 177830 c,,0.15,,,110.9,0.5137,0.3,Msini,0.0,,,0.02,-0.02,,,0.1,-0.1,0.0003,-0.0003,Radial Velocity,Ground,W. M. Keck Observatory,,5.1,2010,0,,,HD 177830,3.26,1.7,K0,4901.0,[Fe/H],0.12,-0.12,0.28,-0.28,Meschiari et al. 2011
1049,HD 178911 B b,,8.03,,,71.484,0.34,0.11,Msini,0.0,,,2.51,-2.51,,,0.02,-0.02,0.01,-0.01,Radial Velocity,Ground,W. M. Keck Observatory,,343.3,2001,0,,,HD 178911 B,1.08,1.24,G5,5588.0,[Fe/H],0.05,-0.05,0.58,-0.58,Stassun et al. 2017
1050,HD 179079 b,,0.081,,,14.479,0.1214,0.049,Msini,0.0,,,0.02,-0.02,,,0.01,-0.01,0.0068,-0.0068,Radial Velocity,Ground,W. M. Keck Observatory,,6.22,2008,0,,,HD 179079,1.63,1.14,G5 IV,5646.0,[Fe/H],0.09,-0.09,0.19,-0.19,Ment et al. 2018
1051,HD 179949 b,,0.916,,,3.092514,0.0443,0.022,Msini,0.0,,,0.076,-0.076,,,3.2e-05,-3.2e-05,0.0026,-0.0026,Radial Velocity,Ground,Anglo-Australian Telescope,,112.6,2000,0,,,HD 179949,,1.21,F8 V,6168.0,[Fe/H],,,,,Butler et al. 2006
1089,HD 5891 b,,7.63,,,177.11,0.64,0.07,Msini,0.0,,,1.43,-1.43,,,0.32,-0.32,0.04,-0.04,Radial Velocity,Ground,W. M. Keck Observatory,,178.5,2011,0,,,HD 5891,10.64,1.93,G5,4673.0,[Fe/H],0.99,-0.99,0.54,-0.54,Stassun et al. 2017
1090,HD 6434 b,,0.49,,,21.998,0.14,0.17,Msini,0.0,,,0.04,-0.04,,,0.009,-0.009,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,34.2,2003,0,,,HD 6434,1.12,1.1,G2/3 V,5769.0,[Fe/H],0.01,-0.01,0.13,-0.13,Stassun et al. 2017
1091,HD 6718 b,,1.68,,,2496.0,3.55,0.1,Msini,0.0,,,0.24,-0.24,,,180.0,-180.0,0.18,-0.18,Radial Velocity,Ground,La Silla Observatory,,24.1,2009,0,,,HD 6718,0.95,1.08,G5 V,5801.0,[Fe/H],0.02,-0.02,0.21,-0.21,Stassun et al. 2017
1092,HD 7199 b,,0.27,,,615.0,1.36,0.19,Msini,0.0,,,0.03,-0.03,,,7.0,-7.0,0.02,-0.02,Radial Velocity,Ground,La Silla Observatory,,7.8,2011,0,,,HD 7199,0.97,0.77,K0 IV/V,5371.0,[Fe/H],0.02,-0.02,0.09,-0.09,Stassun et al. 2017
1093,HD 7449 b,,0.508,,,1255.5,2.38,0.92,Msini,0.0,,,0.111,-0.111,,,5.1,-5.1,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,21.9,2011,0,,,HD 7449,,1.05,G0 V,6024.0,,,,,,Wittenmyer et al. 2019
1094,HD 7924 b,,0.02,,,5.39792,0.06,0.06,Msini,0.0,,,0.0,0.0,,,0.00025,-0.00025,0.0,0.0,Radial Velocity,Ground,W. M. Keck Observatory,,3.6,2008,0,,,HD 7924,0.78,0.65,K0.5 V,5131.0,[Fe/H],0.01,-0.01,0.05,-0.05,Stassun et al. 2017
1095,HD 7924 c,,0.024730000000000002,,,15.299,0.1134,0.098,Msini,0.0,,,0.0023,-0.00223,,,0.0032,-0.0033,0.0013,-0.0014,Radial Velocity,Ground,W. M. Keck Observatory,,2.31,2015,0,,,HD 7924,0.78,0.65,K0.5 V,5131.0,[Fe/H],0.01,-0.01,0.05,-0.05,Fulton et al. 2015
1096,HD 7924 d,,0.02026,,,24.451,0.1551,0.21,Msini,0.0,,,0.00249,-0.00245,,,0.015,-0.017,0.0018,-0.0019,Radial Velocity,Ground,W. M. Keck Observatory,,1.65,2015,0,,,HD 7924,0.78,0.65,K0.5 V,5131.0,[Fe/H],0.01,-0.01,0.05,-0.05,Fulton et al. 2015
1097,HD 8535 b,,0.68,,,1313.0,2.45,0.15,Msini,0.0,,,0.07,-0.04,,,28.0,-28.0,0.04,-0.06,Radial Velocity,Ground,La Silla Observatory,,11.8,2010,0,,,HD 8535,1.19,1.13,G0 V,6136.0,[Fe/H],0.04,-0.04,,,Naef et al. 2010
1098,HD 8574 b,,2.03,,,227.0,0.76,0.3,Msini,0.0,,,0.14,-0.14,,,0.2,-0.2,0.01,-0.01,Radial Velocity,Ground,Haute-Provence Observatory,,58.3,2002,0,,,HD 8574,1.38,1.34,F8,6064.0,[Fe/H],0.02,-0.02,0.12,-0.12,Stassun et al. 2017
1099,HD 8673 b,,14.2,,,1634.0,3.02,0.723,Msini,0.0,,,1.6,-1.6,,,17.0,-17.0,0.15,-0.15,Radial Velocity,Ground,Thueringer Landessternwarte Tautenburg,,288.0,2009,0,,,HD 8673,1.39,1.35,F5,6472.0,[Fe/H],0.1,-0.1,0.1,-0.1,Hartmann et al. 2010
1100,HD 9446 b,,0.7,,,30.052,0.189,0.2,Msini,0.0,,,0.06,-0.06,,,0.027,-0.027,0.006,-0.006,Radial Velocity,Ground,Haute-Provence Observatory,,46.6,2009,0,,,HD 9446,1.0,1.0,G5 V,5793.0,[Fe/H],,,0.1,-0.1,Hebrard et al. 2010
1101,HD 9446 c,,1.82,,,192.9,0.654,0.06,Msini,0.0,,,0.17,-0.17,,,0.9,-0.9,0.022,-0.022,Radial Velocity,Ground,Haute-Provence Observatory,,63.9,2009,0,,,HD 9446,1.0,1.0,G5 V,5793.0,[Fe/H],,,0.1,-0.1,Hebrard et al. 2010
1102,HD 10180 c,,0.0416,,,5.75969,0.06412000000000001,0.073,Msini,0.0,,,0.0014,-0.0014,,,0.00028,-0.00028,0.00101,-0.00101,Radial Velocity,Ground,La Silla Observatory,,4.545,2010,0,,,HD 10180,1.11,1.06,G1 V,5911.0,[Fe/H],0.04,-0.04,0.05,-0.05,Kane &amp; Gelino 2014
1103,HD 10180 d,,0.0378,,,16.357,0.12859,0.131,Msini,0.0,,,0.0022,-0.0022,,,0.0038,-0.0038,0.00202,-0.00202,Radial Velocity,Ground,La Silla Observatory,,2.935,2010,0,,,HD 10180,1.11,1.06,G1 V,5911.0,[Fe/H],0.04,-0.04,0.05,-0.05,Kane &amp; Gelino 2014
1104,HD 10180 e,,0.0805,,,49.748,0.2699,0.051,Msini,0.0,,,0.0032,-0.0032,,,0.025,-0.025,0.0043,-0.0043,Radial Velocity,Ground,La Silla Observatory,,4.283,2010,0,,,HD 10180,1.11,1.06,G1 V,5911.0,[Fe/H],0.04,-0.04,0.05,-0.05,Kane &amp; Gelino 2014
1105,HD 10180 f,,0.0722,,,122.744,0.4929,0.119,Msini,0.0,,,0.0047,-0.0047,,,0.232,-0.232,0.0078,-0.0078,Radial Velocity,Ground,La Silla Observatory,,2.862,2010,0,,,HD 10180,1.11,1.06,G1 V,5911.0,[Fe/H],0.04,-0.04,0.05,-0.05,Kane &amp; Gelino 2014
1106,HD 10180 g,,0.0732,,,604.67,1.427,0.263,Msini,0.0,,,0.0138,-0.0138,,,10.42,-10.42,0.028,-0.028,Radial Velocity,Ground,La Silla Observatory,,1.754,2010,0,,,HD 10180,1.11,1.06,G1 V,5911.0,[Fe/H],0.04,-0.04,0.05,-0.05,Kane &amp; Gelino 2014
1126,HIP 109384 b,,1.56,,,499.48,1.134,0.549,Msini,0.0,,,0.08,-0.08,,,0.32,-0.32,0.029,-0.029,Radial Velocity,Ground,Haute-Provence Observatory,,56.53,2016,0,,,HIP 109384,,0.78,G5,5180.0,[Fe/H],,,0.06,-0.06,H&eacute;brard et al. 2016
1127,HD 220842 b,,3.18,,,218.47,0.74,0.404,Msini,0.0,,,0.15,-0.15,,,0.19,-0.19,0.018,-0.018,Radial Velocity,Ground,Haute-Provence Observatory,,108.1,2016,0,,,HD 220842,,1.13,F8,5960.0,[Fe/H],,,0.06,-0.06,H&eacute;brard et al. 2016
1128,HD 12484 b,,2.98,,,58.83,0.297,0.07,Msini,0.0,,,0.14,-0.14,,,0.08,-0.08,0.005,-0.005,Radial Velocity,Ground,Haute-Provence Observatory,,155.0,2016,0,,,HD 12484,,1.01,F8,5920.0,[Fe/H],,,0.03,-0.03,H&eacute;brard et al. 2016
1129,HIP 65407 b,,0.428,,,28.125,0.177,0.14,Msini,0.0,,,0.032,-0.032,,,0.019,-0.019,0.005,-0.005,Radial Velocity,Ground,Haute-Provence Observatory,,30.5,2016,0,,,HIP 65407,,0.93,K0,5460.0,[Fe/H],,,0.07,-0.07,H&eacute;brard et al. 2016
1130,HIP 65407 c,,0.784,,,67.3,0.316,0.12,Msini,0.0,,,0.054,-0.054,,,0.08,-0.08,0.008,-0.008,Radial Velocity,Ground,Haute-Provence Observatory,,41.5,2016,0,,,HIP 65407,,0.93,K0,5460.0,[Fe/H],,,0.07,-0.07,H&eacute;brard et al. 2016
1131,HD 141399 b,,0.451,,,94.44,0.415,0.04,Msini,0.0,,,0.03,-0.03,,,0.05,-0.05,0.011,-0.011,Radial Velocity,Ground,Multiple Observatories,,19.23,2014,0,,,HD 141399,,1.07,K0,5600.0,[Fe/H],,,0.08,-0.08,H&eacute;brard et al. 2016
1132,HD 141399 c,,1.33,,,201.99,0.689,0.048,Msini,0.0,,,0.08,-0.08,,,0.08,-0.08,0.02,-0.02,Radial Velocity,Ground,Multiple Observatories,,44.2,2014,0,,,HD 141399,,1.07,K0,5600.0,[Fe/H],,,0.08,-0.08,H&eacute;brard et al. 2016
1133,HD 141399 d,,1.18,,,1069.8,2.09,0.074,Msini,0.0,,,0.08,-0.08,,,6.7,-6.7,0.06,-0.06,Radial Velocity,Ground,Multiple Observatories,,22.63,2014,0,,,HD 141399,,1.07,K0,5600.0,[Fe/H],,,0.08,-0.08,H&eacute;brard et al. 2016
1134,HD 141399 e,,0.66,,,5000.0,5.0,0.26,Msini,0.0,,,0.1,-0.1,,,560.0,-2000.0,1.5,-1.5,Radial Velocity,Ground,Multiple Observatories,,8.8,2014,0,,,HD 141399,,1.07,K0,5600.0,[Fe/H],,,0.08,-0.08,H&eacute;brard et al. 2016
1245,HD 175607 b,,0.02825,,,29.01,,0.11,Msini,0.0,,,0.00346,-0.00346,,,0.02,-0.02,,,Radial Velocity,Ground,La Silla Observatory,,2.37,2015,0,,,HD 175607,0.7,0.71,G6 V,5392.0,[Fe/H],0.01,-0.01,0.01,-0.01,Mortier et al. 2016
1246,HD 219134 f,0.11699999999999999,0.022969999999999997,,,22.717,0.1463,0.148,Mass,-1.0,0.002,-0.002,0.00126,-0.00126,,,0.015,-0.015,0.0018,-0.0018,Radial Velocity,Ground,Multiple Observatories,,1.92,2015,0,,,HD 219134,0.78,0.81,K3 V,4699.0,[Fe/H],0.01,-0.01,0.03,-0.03,Gillon et al. 2017
1247,HD 219134 g,,0.034,,,94.2,0.3753,0.0,Msini,0.0,,,0.004,-0.004,,,0.2,-0.2,0.0004,-0.0004,Radial Velocity,Ground,Multiple Observatories,,1.8,2015,0,,,HD 219134,0.78,0.81,K3 V,4699.0,[Fe/H],0.01,-0.01,0.03,-0.03,Vogt et al. 2015
1248,HD 219134 h,,0.34,,,2247.0,3.11,0.06,Msini,0.0,,,0.02,-0.02,,,43.0,-43.0,0.04,-0.04,Radial Velocity,Ground,Roque de los Muchachos Observatory,,6.1,2015,0,,,HD 219134,0.78,0.81,K3 V,4699.0,[Fe/H],0.01,-0.01,0.03,-0.03,Vogt et al. 2015
1368,HIP 8541 b,,5.5,,,1560.2,2.8,0.16,Msini,0.0,,,1.0,-1.0,,,53.9,-53.9,0.25,-0.25,Radial Velocity,Ground,Multiple Observatories,,87.4,2016,0,,,HIP 8541,7.83,1.17,K2 III/IV,4670.0,[Fe/H],1.02,-1.02,0.28,-0.28,Jones et al. 2016
1369,HIP 74890 b,,2.4,,,822.3,2.1,0.07,Msini,0.0,,,0.3,-0.3,,,16.8,-16.8,0.09,-0.09,Radial Velocity,Ground,Multiple Observatories,,36.5,2016,0,,,HIP 74890,5.77,1.74,K1 III,4850.0,[Fe/H],0.53,-0.53,0.21,-0.21,Jones et al. 2016
1575,HD 219134 b,0.14300000000000002,0.01491,6.34,85.05,3.092926,0.03876,0.0,Mass,0.0,0.005,-0.005,0.0006,-0.0006,0.09,-0.09,1e-05,-1e-05,0.00047000000000000004,-0.00047000000000000004,Radial Velocity,Ground,Roque de los Muchachos Observatory,0.9245,2.381,2015,0,0.006,-0.006,HD 219134,0.78,0.81,K3 V,4699.0,[Fe/H],0.01,-0.01,0.03,-0.03,Gillon et al. 2017
