,pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbincl,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbinclerr1,pl_orbinclerr2,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_discmethod,pl_locale,pl_facility,pl_imppar,pl_rvamp,pl_disc,pl_ttvflag,pl_impparerr1,pl_impparerr2,pl_hostname,st_rad,st_mass,st_spstr,st_teff,st_metratio,st_raderr1,st_raderr2,st_masserr1,st_masserr2,pl_def_refname
3838,HD 51608 b,,0.0402,,,14.0726,0.1059,0.09,Msini,0.0,,,0.0038,-0.0037,,,0.0016,-0.0016,0.0043,-0.0046,Radial Velocity,Ground,La Silla Observatory,,3.95,2019,0,,,HD 51608,,0.8,G7 V,5358.0,[Fe/H],,,,,Udry et al. 2019
3839,HD 51608 c,,0.045,,,95.9446,0.3809,0.14,Msini,0.0,,,0.0051,-0.0048,,,0.1555,-0.1366,0.0153,-0.0164,Radial Velocity,Ground,La Silla Observatory,,2.36,2019,0,,,HD 51608,,0.8,G7 V,5358.0,[Fe/H],,,,,Udry et al. 2019
3840,HD 134060 b,,0.0318,,,3.2696,0.0444,0.45,Msini,0.0,,,0.0025,-0.0024,,,0.0001,-0.0001,0.0013,-0.0014,Radial Velocity,Ground,La Silla Observatory,,4.61,2019,0,,,HD 134060,,1.09,G3 IV,5966.0,[Fe/H],,,,,Udry et al. 2019
3841,HD 134060 c,,0.0922,,,1291.5646,2.3928,0.11,Msini,0.0,,,0.0139,-0.0133,,,48.0333,-44.2197,0.0929,-0.0951,Radial Velocity,Ground,La Silla Observatory,,1.65,2019,0,,,HD 134060,,1.09,G3 IV,5966.0,[Fe/H],,,,,Udry et al. 2019
3842,HD 136352 b,0.132,0.01454,7.8,88.86,11.57779,0.0969,0.079,Mass,0.0,0.005,-0.005,0.0014199999999999998,-0.0013800000000000002,0.54,-0.3,0.00091,-0.0011,0.0019,-0.0017,Radial Velocity,Ground,La Silla Observatory,0.41,1.4,2019,0,0.12,-0.2,HD 136352,1.01,0.91,G4 V,5850.0,[Fe/H],0.02,-0.02,0.06,-0.05,Kane et al. 2020
3843,HD 136352 c,0.233,0.035519999999999996,3.5,88.65799999999999,27.5909,0.1729,0.037,Mass,0.0,0.006999999999999999,-0.006999999999999999,0.0023,-0.00217,0.055,-0.057,0.0028,-0.0031,0.0034,-0.003,Radial Velocity,Ground,La Silla Observatory,0.854,2.55,2019,0,0.013,-0.016,HD 136352,1.01,0.91,G4 V,5850.0,[Fe/H],0.02,-0.02,0.06,-0.05,Kane et al. 2020
3844,HD 136352 d,,0.03304,,,107.63,0.4285,0.075,Msini,0.0,,,0.00346,-0.00315,,,0.18,-0.19,0.0085,-0.0076,Radial Velocity,Ground,La Silla Observatory,,1.51,2019,0,,,HD 136352,1.01,0.91,G4 V,5850.0,[Fe/H],0.02,-0.02,0.06,-0.05,Kane et al. 2020
3853,GJ 1061 b,,0.0043100000000000005,,,3.204,0.021,0.31,Msini,0.0,,,0.0005,-0.00047000000000000004,,,0.001,-0.001,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,2.43,2020,0,,,GJ 1061,0.16,0.12,M5.5 V,2953.0,[Fe/H],0.01,-0.01,0.01,-0.01,Dreizler et al. 2020
3854,GJ 1061 c,,0.00547,,,6.689,0.035,0.29,Msini,0.0,,,0.00072,-0.00072,,,0.005,-0.005,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,2.48,2020,0,,,GJ 1061,0.16,0.12,M5.5 V,2953.0,[Fe/H],0.01,-0.01,0.01,-0.01,Dreizler et al. 2020
3886,GJ 96 b,,0.061860000000000005,,,73.94,0.291,0.44,Msini,0.0,,,0.00761,-0.007240000000000001,,,0.33,-0.38,0.005,-0.005,Radial Velocity,Ground,Haute-Provence Observatory,,4.69,2018,0,,,GJ 96,,0.6,M2,3785.0,[Fe/H],,,0.07,-0.07,Hobson et al. 2018
3892,HD 158996 b,,14.0,,,820.2,2.1,0.13,Msini,0.0,,,2.3,-2.3,,,14.0,-14.0,0.2,-0.2,Radial Velocity,Ground,Bohyunsan Optical Astronomical Observatory,,207.0,2018,0,,,HD 158996,50.3,1.8,K5 III,4069.0,[Fe/H],4.3,-4.3,0.3,-0.3,Bang et al. 2018
3894,GJ 1061 d,,0.0051600000000000005,,,13.031,0.054,0.53,Msini,0.0,,,0.0007599999999999999,-0.00072,,,0.025,-0.032,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,1.86,2020,0,,,GJ 1061,0.16,0.12,M5.5 V,2953.0,[Fe/H],0.01,-0.01,0.01,-0.01,Dreizler et al. 2020
3908,7 CMa c,,0.87,,90.0,996.0,2.153,0.08,Msin(i)/sin(i),0.0,,,0.06,-0.06,,,1.5,-52.4,0.003,-0.08,Radial Velocity,Ground,Multiple Observatories,,14.9,2019,0,,,7 CMa,4.87,1.34,K1 III,4826.0,[Fe/H],0.17,-0.14,0.11,-0.12,Luque et al. 2019
3932,rho CrB b,,1.0449,,,39.8458,0.2196,0.0373,Msini,0.0,,,0.0236,-0.02391,,,0.0015,-0.0014,0.0024,-0.0025,Radial Velocity,Ground,Fred Lawrence Whipple Observatory,,67.28,1997,0,,,rho CrB,1.36,0.89,G0 V,5627.0,[Fe/H],0.03,-0.03,0.03,-0.03,Fulton et al. 2016
3933,HD 42618 b,,0.04531,,,149.61,0.554,0.19,Msini,0.0,,,0.00787,-0.00755,,,0.37,-0.34,0.011,-0.011,Radial Velocity,Ground,Multiple Observatories,,1.89,2016,0,,,HD 42618,1.0,1.01,G4 V,5727.0,[Fe/H],0.09,-0.09,0.06,-0.06,Fulton et al. 2016
3934,HD 164922 c,,0.0409,,,75.74,0.341,0.12,Msini,0.0,,,0.00944,-0.00629,,,0.06,-0.05,0.004,-0.004,Radial Velocity,Ground,Multiple Observatories,,2.2,2016,0,,,HD 164922,0.95,0.93,G9 V,5390.0,[Fe/H],0.01,-0.02,0.03,-0.04,Benatti et al. 2020
3935,rho CrB c,,0.07866000000000001,,,102.54,0.4123,0.052,Msini,0.0,,,0.00629,-0.00629,,,0.17,-0.17,0.0046,-0.0047,Radial Velocity,Ground,Multiple Observatories,,3.74,2016,0,,,rho CrB,1.36,0.89,G0 V,5627.0,[Fe/H],0.03,-0.03,0.03,-0.03,Fulton et al. 2016
3937,GJ 536 b,,0.01686,,,8.7076,0.06661,0.08,Msini,0.0,,,0.00217,-0.00195,,,0.0022,-0.0025,1.1e-05,-1.3000000000000001e-05,Radial Velocity,Ground,La Silla Observatory,,2.6,2016,0,,,GJ 536,0.5,0.52,M1 V,3685.0,[Fe/H],0.05,-0.05,0.05,-0.05,Su&aacute;rez Mascare&ntilde;o et al. 2017
3950,HD 86950 b,,3.6,,,1270.0,2.72,0.17,Msini,0.0,,,0.7,-0.7,,,57.0,-57.0,0.08,-0.08,Radial Velocity,Ground,Multiple Observatories,,49.0,2016,0,,,HD 86950,8.8,1.66,K1 III,4805.0,[Fe/H],0.6,-0.6,0.25,-0.25,Wittenmyer et al. 2017
3956,GJ 1132 c,,0.00831,,,8.929,0.0476,0.27,Msini,0.0,,,0.0013800000000000002,-0.0013800000000000002,,,0.01,-0.01,0.0017,-0.0017,Radial Velocity,Ground,La Silla Observatory,,2.57,2018,0,,,GJ 1132,0.21,0.18,M4.5 V,3270.0,,0.01,-0.01,0.02,-0.02,Bonfils et al. 2018
3957,HAT-P-11 c,,1.5951899999999999,,,3407.0,4.13,0.601,Msini,0.0,,,0.09439,-0.08495,,,360.0,-190.0,0.29,-0.16,Radial Velocity,Ground,W. M. Keck Observatory,,30.9,2018,0,,,HAT-P-11,0.68,0.81,K4,4780.0,[Fe/H],0.01,-0.01,0.02,-0.03,Yee et al. 2018
3958,CoRoT-20 c,,17.0,,,1675.0,2.9,0.6,Msini,0.0,,,1.0,-1.0,,,19.0,-17.0,0.07,-0.07,Radial Velocity,Ground,Multiple Observatories,,326.0,2018,0,,,CoRoT-20,,1.14,G2 V,,,,,0.08,-0.08,Rey et al. 2018
3976,HD 181234 b,,8.37,,,7462.0575,7.52,0.73,Msini,0.0,,,0.34,-0.36,,,80.355,-76.7025,0.16,-0.16,Radial Velocity,Ground,La Silla Observatory,,126.8,2019,0,,,HD 181234,1.05,1.01,G5,5386.0,[Fe/H],0.07,-0.07,0.06,-0.06,Rickman et al. 2019
3977,HD 25015 b,,4.48,,,6019.32,6.19,0.39,Msini,0.0,,,0.3,-0.28,,,679.365,-262.98,0.45,-0.23,Radial Velocity,Ground,La Silla Observatory,,60.1,2019,0,,,HD 25015,0.83,0.86,K1 V,5160.0,[Fe/H],0.04,-0.04,0.05,-0.05,Rickman et al. 2019
3978,HD 92987 b,,16.88,,,10354.8375,9.62,0.21,Msini,0.0,,,0.69,-0.65,,,551.5275,-270.285,0.36,-0.26,Radial Velocity,Ground,La Silla Observatory,,152.7,2019,0,,,HD 92987,1.58,1.08,G2/G3 V,5770.0,[Fe/H],0.04,-0.04,0.06,-0.06,Rickman et al. 2019
3979,HD 50499 c,,2.93,,,8619.9,9.02,0.0,Msini,0.0,,,0.73,-0.18,,,2622.495,-405.4275,1.73,-0.33,Radial Velocity,Ground,La Silla Observatory,,24.23,2019,0,,,HD 50499,1.35,1.25,G1 V,6102.0,[Fe/H],0.05,-0.05,0.02,-0.02,Rickman et al. 2019
3980,HD 92788 c,,3.67,,,11611.2975,10.5,0.46,Msini,0.0,,,0.3,-0.25,,,5055.06,-905.82,2.9,-0.55,Radial Velocity,Ground,La Silla Observatory,,33.29,2019,0,,,HD 92788,1.14,1.15,G6 V,5744.0,[Fe/H],0.02,-0.02,0.07,-0.07,Rickman et al. 2019
3983,eps Ind A b,,3.25,,64.25,16510.0,11.55,0.26,Mass,0.0,,,0.39,-0.65,13.8,-6.09,2100.0,-1740.0,0.98,-0.86,Radial Velocity,Ground,La Silla Observatory,,29.22,2019,0,,,eps Ind A,,0.75,K2 V,,,,,0.04,-0.04,Feng et al. 2019
4000,GJ 2056 b,,0.05097,,,69.971,0.283,0.72,Msini,0.0,,,0.01133,-0.01133,,,0.061,-0.061,0.013,-0.013,Radial Velocity,Ground,Multiple Observatories,,5.23,2020,0,,,GJ 2056,,0.62,M0V:,,,,,0.08,-0.08,Feng et al. 2020
4001,GJ 480 b,,0.041530000000000004,,,9.567,0.068,0.1,Msini,0.0,,,0.00535,-0.00535,,,0.005,-0.005,0.001,-0.001,Radial Velocity,Ground,Multiple Observatories,,6.8,2020,0,,,GJ 480,,0.45,M3.5 Ve,,,,,0.02,-0.02,Feng et al. 2020
4002,GJ 687 c,,0.050339999999999996,,,727.562,1.165,0.4,Msini,0.0,,,0.0129,-0.0129,,,12.198,-12.198,0.023,-0.023,Radial Velocity,Ground,Multiple Observatories,,2.44,2020,0,,,GJ 687,,0.4,M3 V,,,,,0.02,-0.02,Feng et al. 2020
4003,GJ 9066 b,,0.09722,,,241.883,0.403,0.18,Msini,0.0,,,0.02014,-0.02014,,,1.808,-1.808,0.018,-0.018,Radial Velocity,Ground,Multiple Observatories,,11.53,2020,0,,,GJ 9066,,0.15,M4.5 V,,,,,0.02,-0.02,Feng et al. 2020
4004,GJ 9066 c,,0.22528,,,767.887,0.87,0.33,Msini,0.0,,,0.03241,-0.03241,,,7.5,-7.5,0.04,-0.04,Radial Velocity,Ground,Multiple Observatories,,18.97,2020,0,,,GJ 9066,,0.15,M4.5 V,,,,,0.02,-0.02,Feng et al. 2020
4005,HIP 107772 b,,0.04059,,,55.199,0.243,0.18,Msini,0.0,,,0.00944,-0.00944,,,0.083,-0.083,0.011,-0.011,Radial Velocity,Ground,Multiple Observatories,,3.01,2020,0,,,HIP 107772,,0.63,M0 V,,,,,0.08,-0.08,Feng et al. 2020
4006,HIP 38594 b,,0.025490000000000002,,,60.722,0.256,0.17,Msini,0.0,,,0.00535,-0.00535,,,0.122,-0.122,0.003,-0.003,Radial Velocity,Ground,Multiple Observatories,,1.89,2020,0,,,HIP 38594,,0.61,M0,,,,,0.02,-0.02,Feng et al. 2020
4007,HIP 38594 c,,0.15228,,,3477.768,3.805,0.16,Msini,0.0,,,0.023280000000000002,-0.023280000000000002,,,229.001,-229.001,0.172,-0.172,Radial Velocity,Ground,Multiple Observatories,,2.89,2020,0,,,HIP 38594,,0.61,M0,,,,,0.02,-0.02,Feng et al. 2020
4008,HD 222076 b,,1.56,,,871.0,1.83,0.08,Msini,0.0,,,0.11,-0.11,,,19.0,-19.0,0.03,-0.03,Radial Velocity,Ground,Multiple Observatories,,31.9,2016,0,,,HD 222076,4.1,1.07,K0 III,4806.0,[Fe/H],0.6,-0.6,0.25,-0.25,Wittenmyer et al. 2017
4012,HD 17674 b,,0.87,,,623.8,1.42,0.13,Msini,0.0,,,0.07,-0.06,,,1.6,-1.5,0.04,-0.05,Radial Velocity,Ground,Haute-Provence Observatory,,21.1,2017,0,,,HD 17674,1.18,0.98,G0 V,5904.0,[Fe/H],0.1,-0.1,0.1,-0.1,Rey et al. 2017
4013,HD 42012 b,,1.6,,,857.5,1.67,0.2,Msini,0.0,,,0.1,-0.1,,,6.2,-6.3,0.05,-0.06,Radial Velocity,Ground,Haute-Provence Observatory,,39.0,2017,0,,,HD 42012,0.82,0.83,K0,5405.0,[Fe/H],0.08,-0.08,0.08,-0.08,Rey et al. 2017
4014,HD 29021 b,,2.4,,,1362.3,2.28,0.459,Msini,0.0,,,0.2,-0.2,,,4.6,-4.0,0.07,-0.08,Radial Velocity,Ground,Haute-Provence Observatory,,56.4,2017,0,,,HD 29021,0.85,0.85,G5,5560.0,[Fe/H],0.09,-0.09,0.08,-0.08,Rey et al. 2017
4024,BD+03 2562 b,,6.4,,,481.9,1.3,0.2,Msini,0.0,,,1.3,-1.3,,,2.7,-2.8,0.1,-0.1,Radial Velocity,Ground,Multiple Observatories,,155.7,2017,0,,,BD+03 2562,32.35,1.14,,4095.0,[Fe/H],8.82,-8.82,0.25,-0.25,Villaver et al. 2017
4026,tau Cet g,,0.00551,,,20.0,0.133,0.06,Msini,0.0,,,0.00079,-0.00126,,,0.02,-0.01,0.001,-0.002,Radial Velocity,Ground,Multiple Observatories,,0.49,2017,0,,,tau Cet,,0.78,G8 V,,,,,0.01,-0.01,Feng et al. 2017
4042,HD 215152 b,,0.00572,,,5.75999,0.057638,0.0,Msini,0.0,,,0.00158,-0.00198,,,0.00157,-0.00175,0.000739,-0.000759,Radial Velocity,Ground,La Silla Observatory,,0.772,2018,0,,,HD 215152,0.73,0.77,K3 V,4935.0,[Fe/H],0.02,-0.02,0.01,-0.01,Delisle et al. 2018
4043,Teegarden's Star b,,0.0033,,,4.91,0.0252,0.0,Msini,0.0,,,0.00041,-0.00037999999999999997,,,0.0014,-0.0014,0.0008,-0.0009,Radial Velocity,Ground,Calar Alto Observatory,,2.02,2019,0,,,Teegarden's Star,0.11,0.09,M7.0 V,2904.0,[Fe/H],0.0,-0.0,0.01,-0.01,Zechmeister et al. 2019
4044,Teegarden's Star c,,0.00349,,,11.409,0.0443,0.0,Msini,0.0,,,0.0005,-0.00047000000000000004,,,0.009,-0.009,0.0014,-0.0015,Radial Velocity,Ground,Calar Alto Observatory,,1.61,2019,0,,,Teegarden's Star,0.11,0.09,M7.0 V,2904.0,[Fe/H],0.0,-0.0,0.01,-0.01,Zechmeister et al. 2019
4062,HIP 4845 b,,0.04531,,,34.15,0.176,0.25,Msini,0.0,,,0.00944,-0.00944,,,0.046,-0.046,0.007,-0.007,Radial Velocity,Ground,Multiple Observatories,,4.05,2020,0,,,HIP 4845,,0.62,M0 V,,,,,0.04,-0.04,Feng et al. 2020
4063,HIP 48714 b,,0.07205,,,17.818,0.112,0.5,Msini,0.0,,,0.00881,-0.00881,,,0.002,-0.002,0.001,-0.001,Radial Velocity,Ground,Multiple Observatories,,9.35,2020,0,,,HIP 48714,,0.58,M0.5 Ve,,,,,0.02,-0.02,Feng et al. 2020
4070,GJ 414 A b,0.235,0.02391,,,50.8,1.4,0.45,Msini,0.0,0.109,-0.076,0.007679999999999999,-0.00689,,,0.1,-0.26,0.055,-0.06,Radial Velocity,Ground,W. M. Keck Observatory,,2.05,2021,0,,,GJ 414 A,0.68,0.65,K7 V,4120.0,[Fe/H],0.14,-0.14,0.08,-0.08,Dedrick et al. 2021
4071,GJ 414 A c,0.7490000000000001,0.16937,,,749.83,0.2324,0.105,Msini,0.0,0.321,-0.223,0.02888,-0.027,,,4.35,-3.63,0.0092,-0.0099,Radial Velocity,Ground,W. M. Keck Observatory,,5.14,2021,0,,,GJ 414 A,0.68,0.65,K7 V,4120.0,[Fe/H],0.14,-0.14,0.08,-0.08,Dedrick et al. 2021
4072,GJ 251 b,,0.01259,,,14.238,0.0818,0.1,Msini,0.0,,,0.00126,-0.00126,,,0.002,-0.002,0.0011,-0.0012,Radial Velocity,Ground,W. M. Keck Observatory,,2.11,2020,0,,,GJ 251,0.36,0.36,M3.0 V,3451.0,[Fe/H],0.01,-0.01,0.01,-0.01,Stock et al. 2020
4073,HD 238090 b,,0.02168,,,13.671,0.0932,0.3,Msini,0.0,,,0.0028899999999999998,-0.00299,,,0.011,-0.01,0.0011,-0.0011,Radial Velocity,Ground,Multiple Observatories,,2.85,2020,0,,,HD 238090,0.57,0.58,M0.0 V,3933.0,[Fe/H],0.02,-0.02,0.02,-0.02,Stock et al. 2020
4080,tau Cet h,,0.00576,,,49.41,0.243,0.23,Msini,0.0,,,0.00214,-0.00082,,,0.08,-0.1,0.003,-0.003,Radial Velocity,Ground,Multiple Observatories,,0.39,2017,0,,,tau Cet,,0.78,G8 V,,,,,0.01,-0.01,Feng et al. 2017
4081,tau Cet e,,0.01237,,,162.87,0.538,0.18,Msini,0.0,,,0.0026100000000000003,-0.00201,,,1.08,-0.46,0.06,-0.06,Radial Velocity,Ground,Multiple Observatories,,0.55,2017,0,,,tau Cet,,0.78,G8 V,,,,,0.01,-0.01,Feng et al. 2017
4082,tau Cet f,,0.01237,,,636.13,1.334,0.16,Msini,0.0,,,0.0033,-0.0043100000000000005,,,11.7,-47.69,0.017,-0.044,Radial Velocity,Ground,Multiple Observatories,,0.35,2017,0,,,tau Cet,,0.78,G8 V,,,,,0.01,-0.01,Feng et al. 2017
4083,YZ Cet b,,0.00236,,,1.96876,0.015569999999999999,0.0,Msini,0.0,,,0.00041,-0.00041,,,0.00021,-0.00021,0.0005200000000000001,-0.0005200000000000001,Radial Velocity,Ground,La Silla Observatory,,1.48,2017,0,,,YZ Cet,0.17,0.13,M4.5,3056.0,[Fe/H],0.01,-0.01,0.01,-0.01,Astudillo-Defru et al. 2017
4084,YZ Cet c,,0.0030800000000000003,,,3.06008,0.0209,0.04,Msini,0.0,,,0.00044,-0.00044,,,0.00022,-0.00022,0.0007,-0.0007,Radial Velocity,Ground,La Silla Observatory,,1.68,2017,0,,,YZ Cet,0.17,0.13,M4.5,3056.0,[Fe/H],0.01,-0.01,0.01,-0.01,Astudillo-Defru et al. 2017
4085,YZ Cet d,,0.00359,,,4.65627,0.027639999999999998,0.129,Msini,0.0,,,0.00053,-0.00053,,,0.00042,-0.00042,0.00093,-0.00093,Radial Velocity,Ground,La Silla Observatory,,1.72,2017,0,,,YZ Cet,0.17,0.13,M4.5,3056.0,[Fe/H],0.01,-0.01,0.01,-0.01,Astudillo-Defru et al. 2017
4087,GJ 625 b,,0.008870000000000001,,,14.628,0.078361,0.13,Msini,0.0,,,0.0016,-0.0016,,,0.012,-0.013,4.4e-05,-4.6e-05,Radial Velocity,Ground,Multiple Observatories,,1.67,2017,0,,,GJ 625,0.31,0.3,M2,3499.0,[Fe/H],0.06,-0.06,0.07,-0.07,Su&aacute;rez Mascare&ntilde;o et al. 2017
4088,HD 208897 b,,1.4,,,352.7,1.05,0.07,Msini,0.0,,,0.08,-0.08,,,1.7,-1.7,0.03,-0.03,Radial Velocity,Ground,Multiple Observatories,,34.7,2017,0,,,HD 208897,4.98,1.25,K0,4860.0,[Fe/H],0.2,-0.2,0.11,-0.11,Y&#x131;lmaz et al. 2017
4089,HD 34445 d,,0.097,,,117.87,0.4817,0.027,Msini,0.0,,,0.13,-0.13,,,0.18,-0.18,0.0033,-0.0033,Radial Velocity,Ground,Multiple Observatories,,3.81,2017,0,,,HD 34445,1.38,1.14,G0 V,5879.0,[Fe/H],0.02,-0.02,0.09,-0.09,Vogt et al. 2017
4090,HD 34445 e,,0.0529,,,49.175,0.2687,0.09,Msini,0.0,,,0.0089,-0.0089,,,0.045,-0.045,0.0019,-0.0019,Radial Velocity,Ground,Multiple Observatories,,2.75,2017,0,,,HD 34445,1.38,1.14,G0 V,5879.0,[Fe/H],0.02,-0.02,0.09,-0.09,Vogt et al. 2017
4091,HD 34445 f,,0.119,,,676.8,1.543,0.031,Msini,0.0,,,0.021,-0.021,,,7.9,-7.9,0.016,-0.016,Radial Velocity,Ground,Multiple Observatories,,2.74,2017,0,,,HD 34445,1.38,1.14,G0 V,5879.0,[Fe/H],0.02,-0.02,0.09,-0.09,Vogt et al. 2017
4092,HD 34445 g,,0.38,,,5700.0,6.36,0.032,Msini,0.0,,,0.13,-0.13,,,1500.0,-1500.0,1.02,-1.02,Radial Velocity,Ground,Multiple Observatories,,4.08,2017,0,,,HD 34445,1.38,1.14,G0 V,5879.0,[Fe/H],0.02,-0.02,0.09,-0.09,Vogt et al. 2017
4097,HD 76920 b,,3.93,,,415.4,1.149,0.856,Msini,0.0,,,0.14,-0.15,,,0.2,-0.2,0.017,-0.017,Radial Velocity,Ground,Multiple Observatories,,186.8,2017,0,,,HD 76920,7.47,1.17,K1 III,4698.0,[Fe/H],0.6,-0.6,0.2,-0.2,Wittenmyer et al. 2017
4099,HD 215152 c,,0.00541,,,7.28243,0.067393,0.0,Msini,0.0,,,0.0019399999999999999,-0.00228,,,0.00451,-0.00827,0.00086,-0.000893,Radial Velocity,Ground,La Silla Observatory,,0.675,2018,0,,,HD 215152,0.73,0.77,K3 V,4935.0,[Fe/H],0.02,-0.02,0.01,-0.01,Delisle et al. 2018
4100,HD 215152 d,,0.00881,,,10.86499,0.08799,0.0,Msini,0.0,,,0.00255,-0.0029,,,0.00564,-0.00613,0.0011300000000000001,-0.00116,Radial Velocity,Ground,La Silla Observatory,,0.963,2018,0,,,HD 215152,0.73,0.77,K3 V,4935.0,[Fe/H],0.02,-0.02,0.01,-0.01,Delisle et al. 2018
4101,HD 215152 e,,0.00905,,,25.1967,0.15417,0.0,Msini,0.0,,,0.0033399999999999997,-0.00466,,,0.0476,-0.0505,0.00199,-0.0020399999999999997,Radial Velocity,Ground,La Silla Observatory,,0.747,2018,0,,,HD 215152,0.73,0.77,K3 V,4935.0,[Fe/H],0.02,-0.02,0.01,-0.01,Delisle et al. 2018
4114,HD 55696 b,,3.87,,,1827.0,3.18,0.705,Msini,0.0,,,0.72,-0.72,,,10.0,-10.0,0.18,-0.18,Radial Velocity,Ground,W. M. Keck Observatory,,76.7,2018,0,,,HD 55696,1.52,1.29,G0 V,6012.0,[Fe/H],0.07,-0.07,0.2,-0.2,Ment et al. 2018
4115,HD 98736 b,,2.33,,,968.8,1.864,0.226,Msini,0.0,,,0.78,-0.78,,,2.2,-2.2,0.091,-0.091,Radial Velocity,Ground,W. M. Keck Observatory,,52.0,2018,0,,,HD 98736,0.93,0.92,G5,5271.0,[Fe/H],0.04,-0.04,0.13,-0.13,Ment et al. 2018
4116,HD 148164 b,,1.23,,,328.55,0.993,0.587,Msini,0.0,,,0.25,-0.25,,,0.41,-0.41,0.066,-0.066,Radial Velocity,Ground,W. M. Keck Observatory,,39.6,2018,0,,,HD 148164,1.34,1.21,F8,6032.0,[Fe/H],0.1,-0.1,0.24,-0.24,Ment et al. 2018
4117,HD 148164 c,,5.16,,,5062.0,6.15,0.125,Msini,0.0,,,0.82,-0.82,,,114.0,-114.0,0.5,-0.5,Radial Velocity,Ground,W. M. Keck Observatory,,54.28,2018,0,,,HD 148164,1.34,1.21,F8,6032.0,[Fe/H],0.1,-0.1,0.24,-0.24,Ment et al. 2018
4119,HD 125390 b,,22.16,,,1756.2,3.16,0.591,Msini,0.0,,,0.96,-0.96,,,3.9,-3.9,0.36,-0.36,Radial Velocity,Ground,W. M. Keck Observatory,,373.0,2019,0,,,HD 125390,6.47,1.36,G5,4850.0,,,,,,Luhn et al. 2019
4129,HD 95338 b,0.34700000000000003,0.13352999999999998,3.98,89.57,55.087,0.262,0.197,Mass,0.0,0.017,-0.018000000000000002,0.00698,-0.006540000000000001,0.09,-0.05,0.02,-0.02,0.002,-0.002,Radial Velocity,Ground,Las Campanas Observatory,0.43,8.17,2020,0,0.07,-0.113,HD 95338,0.87,0.83,K0.5 V,5212.0,[Fe/H],0.04,-0.04,0.02,-0.02,D&iacute;az et al. 2020
4154,GJ 486 b,0.11599999999999999,0.008870000000000001,7.0,88.4,1.467119,0.01734,0.05,Mass,0.0,0.006,-0.006,0.00035,-0.00037999999999999997,1.1,-1.4,3.1e-05,-3e-05,0.00026000000000000003,-0.00027,Radial Velocity,Ground,Calar Alto Observatory,,3.37,2021,0,,,GJ 486,0.33,0.32,M3.5 V,3340.0,[Fe/H],0.01,-0.01,0.01,-0.01,Trifonov et al. 2021
4157,K2-18 c,,0.02363,,,8.962,0.06,0.47,Msini,0.0,,,0.00418,-0.00418,,,0.008,-0.008,0.003,-0.003,Radial Velocity,Ground,La Silla Observatory,,4.63,2017,0,,,K2-18,0.41,0.36,M2.5 V,3457.0,[Fe/H],0.04,-0.04,0.05,-0.05,Cloutier et al. 2017
4158,GJ 3942 b,,0.02246,,,6.905,0.0608,0.121,Msini,0.0,,,0.00186,-0.00186,,,0.04,-0.04,0.0068,-0.0068,Radial Velocity,Ground,Roque de los Muchachos Observatory,,3.29,2017,0,,,GJ 3942,0.61,0.63,M0,3867.0,[Fe/H],0.06,-0.06,0.07,-0.07,Perger et al. 2017
4166,BD+48 740 b,,1.7,,,733.0,1.7,0.76,Msini,0.0,,,0.7,-0.7,,,5.0,-8.0,0.1,-0.1,Radial Velocity,Ground,Multiple Observatories,,54.0,2018,0,,,BD+48 740,10.33,1.09,K3 III,4534.0,[Fe/H],1.81,-1.81,0.16,-0.16,Adam&oacute;w et al. 2018
4175,HD 203473 b,,7.8,,,1552.9,2.73,0.289,Msini,0.0,,,1.1,-1.1,,,3.4,-3.4,0.17,-0.17,Radial Velocity,Ground,W. M. Keck Observatory,,133.6,2018,0,,,HD 203473,1.33,1.12,G5,5780.0,[Fe/H],0.1,-0.1,0.21,-0.21,Ment et al. 2018
4176,HD 211810 b,,0.67,,,1558.0,2.656,0.68,Msini,0.0,,,0.44,-0.44,,,22.0,-22.0,0.043,-0.043,Radial Velocity,Ground,W. M. Keck Observatory,,15.6,2018,0,,,HD 211810,1.13,1.03,G5,5652.0,[Fe/H],1.13,-1.13,0.02,-0.02,Ment et al. 2018
4177,HD 217850 b,,21.6,,,3501.3,4.56,0.7621,Msini,0.0,,,2.6,-2.6,,,2.1,-2.1,0.24,-0.24,Radial Velocity,Ground,W. M. Keck Observatory,,439.0,2018,0,,,HD 217850,1.21,1.03,G8 V,5544.0,[Fe/H],0.06,-0.06,0.16,-0.16,Ment et al. 2018
4178,HD 75784 c,,5.64,,,7900.0,8.4,0.489,Msini,0.0,,,0.72,-0.72,,,2000.0,-2000.0,1.4,-1.4,Radial Velocity,Ground,W. M. Keck Observatory,,56.5,2018,0,,,HD 75784,3.4,1.26,G5,4867.0,,,,,,Luhn et al. 2019
