,pl_name,pl_discmethod,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbinclref,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_teff,pl_facility,pl_locale,pl_bmassjlim,st_spstr,pl_ttvflag,er,em,ep,ea,ers,ems,mmax,mmin,orbsmax,Pet,reli
2738,Kepler-693 b,Transit,0.908,0.045,-0.069,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,15.37564455,1.53e-06,-1.53e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.72,0.04,-0.04,Morton et al. 2016,0.76,0.039,-0.051,Morton et al. 2016,[Fe/H],4881.0,Kepler,Space,,,0,0.06277533039647577,,9.950802355144194e-08,,0.05555555555555556,0.05921052631578948,,,0.11043188020456508,14.780803332780478,0.0
2739,HIP 41378 f,Transit,0.91,0.125,-0.125,Vanderburg et al. 2016,,,,Berardo et al. 2019,89.98,0.009000000000000001,-0.006,Berardo et al. 2019,,,,,0.22699999999999998,0.08900000000000001,-0.08900000000000001,Vanderburg et al. 2016,324.0,121.0,-126.0,Vanderburg et al. 2016,,,,Berardo et al. 2019,1.34,0.03,-0.03,Berardo et al. 2019,1.14,0.033,-0.033,Becker et al. 2019,,6226.0,K2,Space,,F6,0,0.13736263736263735,,0.3811728395061729,,0.022388059701492536,0.02894736842105264,,,0.9644195510354769,69.3581141305844,0.0
2740,Kepler-816 b,Transit,0.914,0.061,-0.048,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,10.5068257,4.3e-07,-4.3e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.85,0.06,-0.04,Morton et al. 2016,0.9,0.04,-0.044000000000000004,Morton et al. 2016,[Fe/H],5286.0,Kepler,Space,,,0,0.059628008752735225,,4.0925776469290816e-08,,0.05882352941176471,0.04666666666666666,,,0.09064201893750418,10.276535173657226,0.0
2741,V1298 Tau b,Transit,0.916,0.052000000000000005,-0.047,David et al. 2019,,,,David et al. 2019,89.0,0.46,-0.24,David et al. 2019,,,,,0.29,0.16,-0.19,David et al. 2019,24.13861,0.0010199999999999999,-0.0009,David et al. 2019,0.1687,0.0025,-0.0026,David et al. 2019,1.34,0.06,-0.05,David et al. 2019,1.099,0.049,-0.049,David et al. 2019,,,K2,Space,,K0,0,0.05403930131004368,,3.977030988942611e-05,0.015115589804386487,0.04104477611940298,0.0445859872611465,,,0.1687,12.132389727340946,0.0
2742,Kepler-603 c,Transit,0.921,0.086,-0.068,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,127.90883265,2.534e-05,-2.534e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.6,0.13,-0.12,Berger et al. 2018,1.01,0.063,-0.063,Morton et al. 2016,[Fe/H],5808.0,Kepler,Space,,,0,0.08360477741585234,,1.9810985273658505e-07,,0.078125,0.062376237623762376,,,0.49847325713257506,30.023267058438968,0.0
2743,Kepler-1517 b,Transit,0.926,0.073,-0.131,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,5.54608449,1.9e-07,-1.9e-07,Holczer et al. 2016,,,,Morton et al. 2016,1.88,0.14,-0.13,Berger et al. 2018,1.58,0.183,-0.153,Morton et al. 2016,[Fe/H],7010.0,Kepler,Space,,,0,0.1101511879049676,,3.42584034452746e-08,,0.07180851063829788,0.10632911392405063,,,0.07141855604624014,3.6609119570832123,0.0
2744,KOI-94 d,Transit,0.926,0.04,-0.038,Berger et al. 2018,0.18375,0.03744,-0.00189,Hadden &amp; Lithwick 2017,89.36,0.07,-0.07,Albrecht et al. 2013,,,,,0.299,0.022000000000000002,-0.025, Masuda et al. 2013 ,22.34296949,2.7e-07,-2.7e-07,Holczer et al. 2016,0.1684,0.0022,-0.0022, Weiss et al. 2013 ,1.38,0.06,-0.06,Berger et al. 2018,1.2770000000000001,0.05,-0.05, Weiss et al. 2013 ,[Fe/H],6182.0,Kepler,Space,0.0,,1,0.042116630669546434,0.10702040816326533,1.208433821300447e-08,0.01306413301662708,0.043478260869565216,0.039154267815191865,0.22119,0.18186,0.1684,11.759776536312849,1.0
2746,K2-45 b,Transit,0.931,0.08,-0.062,Dressing et al. 2017,,,,Crossfield et al. 2016,87.75,1.35,-1.22,Dressing et al. 2017,,,,,,,,Crossfield et al. 2016,1.7292683999999998,6.900000000000001e-06,-6.900000000000001e-06,Crossfield et al. 2016,0.025,0.001,-0.001,Dressing et al. 2017,0.69,0.06,-0.04,Dressing et al. 2017,0.6822,0.0682,-0.0682,Dressing et al. 2017,,4103.0,K2,Space,,,0,0.07626208378088077,,3.990126691726975e-06,0.04,0.07246376811594205,0.09997068308413952,,,0.025,3.491620111731844,0.0
2747,Kepler-45 b,Transit,0.934,0.006,-0.006,Mann et al. 2013,0.5,0.061,-0.061,Southworth 2012,87.48,0.38,-0.38,Southworth 2012,,,,,0.6,0.2,-0.2, Johnson et al. 2012 ,2.45524065,4e-08,-4e-08,Holczer et al. 2016,0.02987,0.00099,-0.001,Bonomo et al. 2017,0.56,0.02,-0.02,Morton et al. 2016,0.59,0.019,-0.02,Morton et al. 2016,[Fe/H],3820.0,Kepler,Space,0.0,M,0,0.006423982869379015,0.122,1.6291682039396018e-08,0.033311014395714766,0.03571428571428571,0.03305084745762712,0.5609999999999999,0.439,0.02987,5.140238427773343,1.0
2748,Kepler-1515 b,Transit,0.94,0.041,-0.039,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,214.31154869999997,5.26e-06,-5.26e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.56,0.07,-0.07,Berger et al. 2018,1.3,0.06,-0.054000000000000006,Morton et al. 2016,[Fe/H],6511.0,Kepler,Space,,,0,0.0425531914893617,,2.4543707662544642e-08,,0.04487179487179487,0.04384615384615384,,,0.7649138934560284,47.25241606545083,0.0
2749,K2-114 b,Transit,0.942,0.032,-0.02,Shporer et al. 2017,1.85,0.23,-0.22,Shporer et al. 2017,89.53,0.3,-0.25,Shporer et al. 2017,,,,,0.2,0.1,-0.12,Shporer et al. 2017,11.39109,0.00018,-0.00016999999999999999,Shporer et al. 2017,0.09309,0.00066,-0.00059,Shporer et al. 2017,0.84,0.02,-0.02,Livingston et al. 2018,0.8320000000000001,0.021,-0.018000000000000002,Shporer et al. 2017,[Fe/H],5044.0,K2,Space,0.0,,0,0.027600849256900213,0.1216216216216216,1.5362884500078573e-05,0.006713932753249544,0.023809523809523808,0.0234375,2.08,1.63,0.09309,10.679718675179569,1.0
2750,K2-97 b,Transit,0.947,0.085,-0.085,Livingston et al. 2018,0.48,0.07,-0.07,Grunblatt et al. 2017,85.854,2.877,-6.44,Mayo et al. 2018,,,,,0.9329999999999999,0.006,-0.006999999999999999,Grunblatt et al. 2016,8.405275999999999,0.00116,-0.001166,Mayo et al. 2018,0.086,0.0011,-0.0011,Livingston et al. 2018,4.2,0.14,-0.14,Grunblatt et al. 2016,1.2,0.05,-0.05,Livingston et al. 2018,[Fe/H],4717.0,K2,Space,0.0,,0,0.0897571277719113,0.14583333333333334,0.0001383654742568834,0.012790697674418606,0.03333333333333333,0.04166666666666667,0.55,0.41,0.086,1.9732641660015962,1.0
2751,Kepler-87 b,Transit,0.952,0.046,-0.045,Berger et al. 2018,1.02,0.027999999999999997,-0.027999999999999997, Ofir et al. 2014 ,89.274,0.034,-0.03, Ofir et al. 2014 ,,,,,0.727,0.013999999999999999,-0.017, Ofir et al. 2014 ,114.73656732,6.44e-06,-6.44e-06,Holczer et al. 2016,0.48100000000000004,0.026000000000000002,-0.027999999999999997, Ofir et al. 2014 ,1.82,0.04,-0.04, Ofir et al. 2014 ,1.1,0.05,-0.05, Ofir et al. 2014 ,[Fe/H],5600.0,Kepler,Space,0.0,,1,0.04779411764705882,0.027450980392156862,5.6128574790274635e-08,0.056133056133056136,0.021978021978021976,0.045454545454545456,1.048,0.992,0.48100000000000004,25.468874700718278,1.0
2752,Kepler-890 b,Transit,0.955,0.085,-0.07400000000000001,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,52.75874521,6.1e-07,-6.1e-07,Holczer et al. 2016,,,,Morton et al. 2016,1.39,0.12,-0.11,Berger et al. 2018,1.09,0.098,-0.069,Morton et al. 2016,[Fe/H],5954.0,Kepler,Space,,,0,0.08324607329842934,,1.1562064214604924e-08,,0.08273381294964029,0.07660550458715598,,,0.28331714276124326,19.642380582096564,0.0
2753,Kepler-434 b,Transit,0.956,0.056,-0.052000000000000005,Berger et al. 2018,2.98,0.31,-0.29,Bonomo et al. 2017,86.46,0.38,-0.74,Almenara et al. 2015,,,,,0.9790000000000001,0.031,-0.031,Almenara et al. 2015,12.87471182,3.3e-07,-3.3e-07,Holczer et al. 2016,0.1142,0.0029,-0.003,Bonomo et al. 2017,1.35,0.07,-0.07,Berger et al. 2018,1.02,0.07,-0.062,Morton et al. 2016,[Fe/H],5977.0,Kepler,Space,0.0,,0,0.05648535564853556,0.10067114093959732,2.5631641671960934e-08,0.025831873905429074,0.05185185185185185,0.06470588235294117,3.29,2.69,0.1142,8.152079453755432,1.0
2754,Kepler-77 b,Transit,0.96,0.016,-0.016, Gandolfi et al. 2013 ,0.43,0.032,-0.032, Gandolfi et al. 2013 ,88.0,0.11,-0.11, Gandolfi et al. 2013 ,,,,,0.341,0.017,-0.017, Gandolfi et al. 2013 ,3.57878055,5e-08,-5e-08,Holczer et al. 2016,0.04501,0.00063,-0.00063, Gandolfi et al. 2013 ,0.99,0.02,-0.02, Gandolfi et al. 2013 ,1.08,0.034,-0.034,Endl et al. 2014,[M/H],5520.0,Kepler,Space,0.0,G5 V,0,0.016666666666666666,0.07441860465116279,1.3971239449147e-08,0.013996889580093312,0.020202020202020204,0.03148148148148148,0.462,0.39799999999999996,0.04501,4.381369561537159,1.0
2755,Kepler-74 b,Transit,0.96,0.02,-0.02,Bonomo et al. 2015,0.68,0.09,-0.09, Hebrard et al. 2013 ,87.46,0.07,-0.07,Bonomo et al. 2015,,,,,0.685,0.011000000000000001,-0.011000000000000001,Bonomo et al. 2015,7.34071497,1.1e-07,-1.1e-07,Holczer et al. 2016,0.0781,0.0007,-0.0007,Bonomo et al. 2015,1.12,0.04,-0.04,Bonomo et al. 2015,1.18,0.04,-0.04,Bonomo et al. 2015,[Fe/H],6000.0,Kepler,Space,0.0,F8 V,0,0.02083333333333334,0.13235294117647056,1.498491638069963e-08,0.008962868117797694,0.03571428571428571,0.03389830508474576,0.77,0.5900000000000001,0.0781,6.719997007182761,1.0
2757,Kepler-425 b,Transit,0.978,0.022,-0.022,H&eacute;brard et al. 2014,0.226,0.046,-0.046,Bonomo et al. 2017,87.02,0.08,-0.08,H&eacute;brard et al. 2014,,,,,0.602,0.012,-0.012,H&eacute;brard et al. 2014,3.79701812,5e-08,-5e-08,Holczer et al. 2016,0.0464,0.0008,-0.0008,H&eacute;brard et al. 2014,0.86,0.02,-0.02,H&eacute;brard et al. 2014,0.84,0.042,-0.047,Morton et al. 2016,[Fe/H],5170.0,Kepler,Space,0.0,K1 V,0,0.022494887525562376,0.20353982300884954,1.3168227914593148e-08,0.01724137931034483,0.02325581395348837,0.05297619047619048,0.272,0.18,0.0464,5.199428348707288,1.0
2758,Kepler-15 b,Transit,0.98,0.045,-0.036000000000000004,Morton et al. 2016,0.633,0.046,-0.045,Bonomo et al. 2017,86.14399999999998,0.051,-0.051,Southworth 2012,,,,,0.5539999999999999,0.023,-0.024, Endl et al. 2011 ,4.94278333,5e-08,-5e-08,Holczer et al. 2016,0.05705,0.0006900000000000001,-0.00066,Bonomo et al. 2017,1.0,0.05,-0.04,Morton et al. 2016,1.05,0.026000000000000002,-0.028999999999999998,Morton et al. 2016,[Fe/H],5515.0,Kepler,Space,0.0,,0,0.0413265306122449,0.07187993680884676,1.0115757997427736e-08,0.011831726555652938,0.045,0.02619047619047619,0.679,0.588,0.05705,5.497835195530725,1.0
2759,KOI-351 h,Transit,0.98,0.044,-0.041,Berger et al. 2018,1.2,,,Santerne et al. 2016,89.6,1.3,-1.3, Cabrera et al. 2014 ,,,,,0.36,0.07,-0.07, Cabrera et al. 2014 ,331.60059,0.00037,-0.00037, Cabrera et al. 2014 ,1.01,0.11,-0.11, Cabrera et al. 2014 ,1.21,0.05,-0.05,Berger et al. 2018,1.2,0.1,-0.1, Cabrera et al. 2014 ,[M/H],6080.0,Kepler,Space,1.0,,0,0.04336734693877551,,1.115800186000875e-06,0.10891089108910892,0.04132231404958678,0.08333333333333334,,,1.01,80.44000184680733,0.0
2760,Kepler-302 c,Transit,0.98,0.064,-0.06,Berger et al. 2018,,,,Rowe et al. 2014,,,,Rowe et al. 2014,,,,,0.83,0.01,-0.01, Rowe et al. 2014,127.28249268,1.67e-06,-1.67e-06,Holczer et al. 2016,0.503,,,Rowe et al. 2014,1.08,0.07,-0.07,Berger et al. 2018,1.02,0.044000000000000004,-0.043,Morton et al. 2016,,5740.0,Kepler,Space,,,0,0.06326530612244897,,1.3120421865075624e-08,,0.06481481481481481,0.042647058823529406,,,0.503,44.882836747361885,0.0
2761,Kepler-486 b,Transit,0.981,0.036000000000000004,-0.05,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,30.36044623,1.6e-07,-1.6e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.75,0.03,-0.04,Morton et al. 2016,0.79,0.037000000000000005,-0.042,Morton et al. 2016,[Fe/H],4926.0,Kepler,Space,,,0,0.04383282364933742,,5.270014768159091e-09,,0.04666666666666667,0.05,,,0.17606870882869685,22.623353648380043,0.0
2763,KOI-3680 b,Transit,0.99,0.06,-0.07,H&eacute;brard et al. 2019,1.93,0.19,-0.21,H&eacute;brard et al. 2019,89.89200000000002,0.069,-0.086,H&eacute;brard et al. 2019,,,,,0.15,0.1,-0.09,H&eacute;brard et al. 2019,141.24174303,2.34e-06,-2.34e-06,Holczer et al. 2016,0.534,0.012,-0.03,H&eacute;brard et al. 2019,0.96,0.05,-0.06,H&eacute;brard et al. 2019,1.01,0.07,-0.16,H&eacute;brard et al. 2019,[Fe/H],5830.0,Kepler,Space,0.0,,0,0.06565656565656566,0.10362694300518137,1.6567340148889127e-08,0.039325842696629205,0.05729166666666668,0.11386138613861388,2.12,1.72,0.534,53.605097765363126,1.0
2764,Kepler-553 c,Transit,0.999,0.029,-0.028,Morton et al. 2016,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,328.23996369,0.00030474,-0.00030474,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.85,0.02,-0.02,Morton et al. 2016,0.92,0.031,-0.032,Morton et al. 2016,[Fe/H],5266.0,Kepler,Space,,,0,0.028528528528528524,,9.284061470583329e-07,,0.023529411764705882,0.034239130434782605,,,0.9057144467833597,102.68533819923073,0.0
2765,K2-232 b,Transit,1.0,0.022,-0.02,Brahm et al. 2018,0.39799999999999996,0.037000000000000005,-0.037000000000000005,Brahm et al. 2018,89.14,0.13,-0.11,Brahm et al. 2018,,,,,0.10800000000000001,0.08,-0.07200000000000001,Yu et al. 2018,11.168459,1.7e-05,-1.7e-05,Yu et al. 2018,0.10356,0.00081,-0.0007700000000000001,Brahm et al. 2018,1.16,0.02,-0.02,Brahm et al. 2018,1.188,0.027999999999999997,-0.026000000000000002,Brahm et al. 2018,[Fe/H],6154.0,K2,Space,0.0,,0,0.021,0.09296482412060302,1.5221437442712554e-06,0.007628427964465045,0.01724137931034483,0.022727272727272728,0.435,0.361,0.10356,8.603400115584668,1.0
2766,K2-290 c,Transit,1.006,0.05,-0.05,Hjorth et al. 2019,0.774,0.047,-0.047,Hjorth et al. 2019,89.37,0.08,-0.07,Hjorth et al. 2019,,,,,0.474,0.012,-0.012,Hjorth et al. 2019,48.36685,0.00041,-0.0004,Hjorth et al. 2019,0.305,0.017,-0.017,Hjorth et al. 2019,1.51,0.07,-0.07,Hjorth et al. 2019,1.194,0.067,-0.077,Hjorth et al. 2019,[Fe/H],6302.0,K2,Space,0.0,,0,0.04970178926441352,0.06072351421188631,8.373503753087082e-06,0.0557377049180328,0.046357615894039736,0.06030150753768845,0.8210000000000001,0.727,0.305,19.46520404010507,1.0
2768,Kepler-1519 b,Transit,1.019,0.057,-0.056,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,240.79842225,7.09e-06,-7.09e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.53,0.08,-0.08,Berger et al. 2018,0.94,0.055,-0.059000000000000004,Morton et al. 2016,[Fe/H],5644.0,Kepler,Space,,,0,0.05544651619234543,,2.9443714513374477e-08,,0.052287581699346414,0.06063829787234042,,,0.7420151250622258,46.7366301797327,0.0
2769,Kepler-487 b,Transit,1.019,0.052000000000000005,-0.05,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,15.35876766,1.6e-07,-1.6e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.88,0.05,-0.04,Morton et al. 2016,0.91,0.036000000000000004,-0.040999999999999995,Morton et al. 2016,[Fe/H],5444.0,Kepler,Space,,,0,0.05004906771344455,,1.041750246777286e-08,,0.05113636363636363,0.0423076923076923,,,0.11717971208097887,12.832338962651635,0.0
2770,Kepler-548 b,Transit,1.02,0.079,-0.071,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,4.45419446,7e-08,-7e-08,Holczer et al. 2016,,,,Morton et al. 2016,0.89,0.07,-0.06,Berger et al. 2018,0.93,0.08800000000000001,-0.067,Morton et al. 2016,[Fe/H],5535.0,Kepler,Space,,,0,0.07352941176470587,,1.5715524014189543e-08,,0.07303370786516854,0.08333333333333333,,,0.051714001914489834,5.5995639509443835,0.0
2773,Kepler-289 c,Transit,1.034,0.017,-0.017,Schmitt et al. 2014,0.42,0.05,-0.05,Schmitt et al. 2014,89.794,0.017,-0.016,Schmitt et al. 2014,,,,,0.39399999999999996,0.026000000000000002,-0.028999999999999998,Schmitt et al. 2014,125.86526539,3.25e-06,-3.25e-06,Holczer et al. 2016,0.51,0.03,-0.03,Schmitt et al. 2014,1.0,0.02,-0.02,Schmitt et al. 2014,1.08,0.02,-0.02,Schmitt et al. 2014,[Fe/H],5990.0,Kepler,Space,0.0,,1,0.016441005802707933,0.11904761904761905,2.582126204501065e-08,0.05882352941176471,0.02,0.018518518518518517,0.47,0.37,0.51,49.148044692737436,1.0
2774,Kepler-39 b,Transit,1.045,0.049,-0.047,Berger et al. 2018,18.0,0.93,-0.91, Bouchy et al. 2011 ,89.06,0.21,-0.21,Southworth 2012,,,,,0.36,0.05,-0.08,Bonomo et al. 2015,21.08719667,2.1e-07,-2.1e-07,Holczer et al. 2016,0.1635,0.0027,-0.0028,Bonomo et al. 2017,1.24,0.06,-0.06,Berger et al. 2018,1.1,0.07,-0.06, Bouchy et al. 2011 ,[Fe/H],6350.0,Kepler,Space,0.0,F7 V,1,0.045933014354066985,0.05111111111111112,9.958649472775083e-09,0.016819571865443424,0.04838709677419355,0.05909090909090909,18.93,17.09,0.1635,12.70668138403316,1.0
2775,K2-99 b,Transit,1.046,0.037000000000000005,-0.037000000000000005,Livingston et al. 2018,0.97,0.09,-0.09,Smith et al. 2017,87.7,0.3,-0.3,Smith et al. 2017,,,,,0.41,0.05,-0.05,Smith et al. 2017,18.248707999999997,0.000634,-0.000572,Mayo et al. 2018,0.1597,0.0012,-0.0012,Livingston et al. 2018,2.63,0.07,-0.07,Livingston et al. 2018,1.63,0.04,-0.04,Livingston et al. 2018,[Fe/H],6217.0,K2,Space,0.0,G0 IV,0,0.035372848948374766,0.09278350515463918,3.304343518456211e-05,0.007514088916718847,0.02661596958174905,0.024539877300613498,1.06,0.88,0.1597,5.851742889309005,1.0
2776,Kepler-75 b,Transit,1.05,0.03,-0.03,Bonomo et al. 2015,10.1,0.36,-0.35,Bonomo et al. 2017,89.12,0.51,-0.64,Bonomo et al. 2015,,,,,0.13,0.09,-0.08,Bonomo et al. 2015,8.88492372,1.6e-07,-1.6e-07,Holczer et al. 2016,0.0818,0.0012,-0.0012,Bonomo et al. 2015,0.89,0.02,-0.02,Bonomo et al. 2015,0.83,0.035,-0.032,Morton et al. 2016,[Fe/H],5200.0,Kepler,Space,0.0,K0 V,0,0.028571428571428567,0.035148514851485145,1.800803305039517e-08,0.014669926650366746,0.02247191011235955,0.04036144578313253,10.46,9.75,0.0818,8.85725943129747,1.0
2777,EPIC 246851721 b,Transit,1.051,0.044,-0.044,Yu et al. 2018,3.0,1.1,-1.2,Yu et al. 2018,86.21,0.17,-0.17,Yu et al. 2018,,,,,0.647,0.017,-0.018000000000000002,Yu et al. 2018,6.180235,1.4000000000000001e-05,-1.4000000000000001e-05,Yu et al. 2018,0.07229,0.00074,-0.00075,Yu et al. 2018,1.59,0.03,-0.03,Yu et al. 2018,1.317,0.040999999999999995,-0.04,Yu et al. 2018,[Fe/H],6202.0,K2,Space,0.0,F5 V,0,0.041864890580399626,0.3833333333333333,2.2652860287675146e-06,0.010305713100013832,0.018867924528301886,0.030751708428246014,4.1,1.8,0.07229,4.3814430273005165,1.0
2778,Kepler-807 b,Transit,1.056,0.063,-0.06,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,117.93110048,7.1e-07,-7.1e-07,Holczer et al. 2016,,,,Morton et al. 2016,1.23,0.07,-0.07,Berger et al. 2018,1.04,0.068,-0.07,Morton et al. 2016,[Fe/H],5965.0,Kepler,Space,,,1,0.05823863636363636,,6.020464467050482e-09,,0.05691056910569106,0.06634615384615385,,,0.47683090524501565,37.35900947211936,0.0
2779,Kepler-855 b,Transit,1.057,0.09,-0.081,Berger et al. 2018,,,,Morton et al. 2016,,,,Morton et al. 2016,,,,,,,,Morton et al. 2016,7.88663595,3.3e-07,-3.3e-07,Holczer et al. 2016,,,,Morton et al. 2016,1.5,0.13,-0.11,Berger et al. 2018,1.03,0.065,-0.066,Morton et al. 2016,[Fe/H],5835.0,Kepler,Space,,,0,0.08088930936613055,,4.184293558015697e-08,,0.08,0.06359223300970875,,,0.07830833433094345,5.030982373217038,0.0
2780,Kepler-1647 b,Transit,1.0590000000000002,0.012,-0.012,Kostov et al. 2016,1.51968,0.64815,-0.64815,Kostov et al. 2016,90.097,0.004,-0.004,Kostov et al. 2016,,,,,,,,Kostov et al. 2016,1107.5923,0.0227,-0.0227,Kostov et al. 2016,2.7205,0.006999999999999999,-0.006999999999999999,Kostov et al. 2016,1.79,0.01,-0.01,Kostov et al. 2016,1.2207,0.0112,-0.0112,Kostov et al. 2016,[Fe/H],6210.0,Kepler,Space,0.0,,0,0.011331444759206798,0.42650426405559067,2.0494905932444642e-05,0.0025730564234515713,0.00558659217877095,0.00917506348816253,2.16783,0.8715299999999999,2.7205,146.46429574607532,1.0
2782,K2-31 b,Transit,1.06,0.35,-0.35,Grziwa et al. 2016,1.774,0.079,-0.079,Grziwa et al. 2016,79.9,0.8,-0.8,Grziwa et al. 2016,,,,,0.975,0.075,-0.075,Grziwa et al. 2016,1.25785,2e-06,-2e-06,Dai et al. 2016,0.022580000000000003,0.00023,-0.00023,Crossfield et al. 2016,0.9,0.03,-0.03,Crossfield et al. 2016,0.97,0.03,-0.03,Crossfield et al. 2016,[Fe/H],5280.0,K2,Space,0.0,G7 V,0,0.330188679245283,0.04453213077790304,1.5900147076360456e-06,0.010186005314437554,0.03333333333333333,0.030927835051546393,1.8530000000000002,1.695,0.022580000000000003,2.417783985102421,1.0
2784,K2-30 b,Transit,1.069,0.023,-0.019,Brahm et al. 2016,0.589,0.023,-0.022000000000000002,Brahm et al. 2016,85.86,0.21,-0.23,Brahm et al. 2016,,,,,0.662,0.03,-0.036000000000000004,Johnson et al. 2016,4.098503,1.1e-05,-1.1e-05,Johnson et al. 2016,0.04986,0.00035,-0.00035,Lillo-Box et al. 2016,0.84,0.02,-0.01,Brahm et al. 2016,0.917,0.013999999999999999,-0.013999999999999999,Brahm et al. 2016,[Fe/H],5425.0,K2,Space,0.0,G6 V,0,0.019644527595884004,0.038200339558573854,2.6839067825496283e-06,0.007019655034095467,0.017857142857142856,0.015267175572519085,0.612,0.5670000000000001,0.04986,5.720171588188348,1.0
2785,Kepler-1658 b,Transit,1.07,0.05,-0.05,Chontos et al. 2019,5.88,0.47,-0.46,Chontos et al. 2019,76.52,0.58,-0.59,Chontos et al. 2019,,,,,0.9471,0.0025,-0.0032,Chontos et al. 2019,3.84937278,8e-07,-8e-07,Chontos et al. 2019,0.0544,0.0007,-0.0007,Chontos et al. 2019,2.89,0.13,-0.11,Chontos et al. 2019,1.4469999999999998,0.057999999999999996,-0.057999999999999996,Chontos et al. 2019,[m/H],6216.0,Kepler,Space,0.0,,0,0.04672897196261682,0.07908163265306123,2.0782606562724227e-07,0.01286764705882353,0.04152249134948097,0.04008293020041465,6.35,5.42,0.0544,1.8139993427538612,1.0
2787,K2-115 b,Transit,1.0759999999999998,0.02,-0.02,Livingston et al. 2018,0.84,0.18,-0.2,Shporer et al. 2017,88.82,0.15,-0.15,Shporer et al. 2017,,,,,0.7020000000000001,0.047,-0.053,Shporer et al. 2017,20.273034,3.6e-05,-3.7e-05,Shporer et al. 2017,0.1367,0.0012,-0.001,Shporer et al. 2017,0.88,0.01,-0.01,Livingston et al. 2018,0.95,0.02,-0.02,Livingston et al. 2018,[Fe/H],5657.0,K2,Space,0.0,G4,0,0.018587360594795543,0.2261904761904762,1.8004211900399318e-06,0.008046817849305048,0.011363636363636364,0.021052631578947368,1.02,0.6399999999999999,0.1367,14.970003809040122,1.0
2788,Kepler-428 b,Transit,1.08,0.03,-0.03,H&eacute;brard et al. 2014,1.28,0.13,-0.13,Bonomo et al. 2017,89.36,0.43,-0.43,H&eacute;brard et al. 2014,,,,,0.13,0.09,-0.09,H&eacute;brard et al. 2014,3.52563245,4e-08,-4e-08,Holczer et al. 2016,0.04331,0.0008,-0.0008300000000000001,Bonomo et al. 2017,0.8,0.02,-0.02,H&eacute;brard et al. 2014,0.84,0.038,-0.042,Morton et al. 2016,[Fe/H],5150.0,Kepler,Space,0.0,K1 V,0,0.027777777777777776,0.1015625,1.1345482141792744e-08,0.018817824982682984,0.025,0.047619047619047616,1.41,1.15,0.04331,5.2171613128491625,1.0
2789,K2-113 b,Transit,1.083,0.031,-0.031,Livingston et al. 2018,1.29,0.13,-0.14,Espinoza et al. 2017,86.21,0.2,-0.21,Espinoza et al. 2017,,,,,0.72,0.03,-0.04,Livingston et al. 2018,5.817608,3.1e-05,-2.8999999999999997e-05,Espinoza et al. 2017,0.0642,0.0009,-0.0009,Livingston et al. 2018,1.24,0.03,-0.03,Livingston et al. 2018,1.0070000000000001,0.04,-0.039,Espinoza et al. 2017,[Fe/H],5660.0,K2,Space,0.0,G,0,0.028624192059095107,0.10465116279069768,5.156758585315477e-06,0.014018691588785048,0.024193548387096774,0.03922542204568024,1.42,1.15,0.0642,4.989412506757974,1.0
